,0
0,-1.0238852331904784
1,62.35929647318246
2,10.704525740905279
3,0.6519449473300889
4,-9.629296339861112
5,2.1169158909085106
6,4.0244378253068245
7,-3.594182356763576
8,2.7147267045741126
9,2.897103474186822
10,-0.8680440004668457
11,-2.299665198539084
12,57.62220433543634
13,39.60687565329947
14,2.110840172175972
15,31.310491639628804
16,1.3955738840386915
17,7.918300574683406
18,4.878858645860093
19,1.565723067012811
20,3.0969178419361176
21,3.4435882264552227
22,23.50695155183157
23,2.169865987100551
24,0.4579895920339838
25,2.1373576619876733
26,2.060155065977911
27,0.955122267283404
28,7.801768355712744
29,-1.891771848374503
30,9.810184684143652
31,-27.068876625206343
32,-0.1956358860543132
33,1.1637434009893863
34,-1.3291413030627295
35,4.065246650412052
36,3.3438815029670277
37,-1.6802718713415274
38,2.2234445598232124
39,7.312638501122592
40,0.8677093166291183
41,4.12363263812156
42,-43.154619328497795
43,2.06319653138883
44,1.3895826344711275
45,2.4127546049352255
46,0.579927631359472
47,4.64989827622527
48,0.020560341582777558
49,5.9220879914332425
50,3.1778534690053135
51,13.141859986142117
52,0.2924403474600807
53,-0.8649355395936255
54,-1.2867404819317163
55,5.673628788215336
56,3.2646980794322538
57,4.981952796778205
58,-2.33130346829226
59,9.063612655406311
60,19.031444119906904
61,-0.9006876340566055
62,8.000473905564395
63,69.50479387341778
64,31.660123345190758
65,6.638945718456196
66,5.236149159995678
67,-0.873607665662845
68,0.2849927476359293
69,7.9053171990166335
70,1.439477548027432
71,22.614671256214635
72,1.1819128421364231
73,6.214516876596338
74,3.0313752449791447
75,9.933649445114359
76,5.101966814724195
77,0.3732794094350227
78,0.11136207516568186
79,4.149467778796343
80,-102.15691962861005
81,0.16172878062270862
82,38.603436830805045
83,0.6333377137390498
84,-8.946728551869409
85,0.9377181756594162
86,5.196015553658968
87,-13.370652152731079
88,6.147994602287493
89,-19.151029917804795
90,-0.1363295280466058
91,4.386315729838556
92,-0.4401574597901925
93,0.37478783382844244
94,1.2720273999472504
95,6.234384387461049
96,7.147207482280127
97,7.538345211584853
98,-36.532203824850505
99,6.299824748839159
100,1.084518850220077
101,5.673102294488278
102,0.30831363114536936
103,4.717160772134986
104,1.9237947800190458
105,0.5606380759607542
106,4.322858249517736
107,17.99785190385262
108,-1.4203054883805435
109,7.917012745279786
110,6.088902278549915
111,-0.9323902451264374
112,2.988866869139266
113,1.1217693740971473
114,7.070629486723552
115,-0.03734045372879061
116,22.44897352116642
117,5.248412549989336
118,52.93150587627628
119,0.5966255719679127
120,4.54836613404593
121,4.22119464089674
122,34.76002896645574
123,-0.866547699151077
124,-0.2056354642781486
125,5.736726705339169
126,3.816881165501905
127,12.282982009683709
128,6.399159863781936
129,5.1168988178467485
130,2.8082025737805147
131,-2.1806073171078726
132,-1.0030064175482512
133,10.71804287233744
134,4.827208168390044
135,1.1758993063388776
136,20.80995313221561
137,7.5514682474920445
138,0.21640054377527296
139,4.540622139960623
140,1.1469222493161886
141,3.610830353184481
142,5.112110728895972
143,12.255802727431156
144,3.045268545950772
145,27.555758721725535
146,7.346103284842499
147,3.1581430649581255
148,-2.0422162826408297
149,10.464635741374869
150,12.360809906985416
151,-27.373816825756904
152,1.5851121222537754
153,23.139225585792175
154,0.5741404248283445
155,1.8070368104836452
156,14.00900838520614
157,-0.9735727745465749
158,4.589425047021072
159,7.035518397002378
160,6.080668537313418
161,0.3030211799902156
162,-0.4616259567604215
163,5.524003544623226
164,3.5982414705189854
165,4.516355386055616
166,5.108246206841427
167,18.075779262848865
168,45.48252907257755
169,-0.7725218729323257
170,164.26798539307612
171,2.4598943479134396
172,2.9051424814434736
173,0.6784534714945857
174,6.552594516662537
175,-6.700882531239183
176,0.42220871285546857
177,5.430783002019071
178,-61.82699552710314
179,6.096129577256432
180,3.133246164752468
181,6.362860718569815
182,-0.3238062206273272
183,0.454159033443734
184,7.631221062212006
185,-8.131700381115671
186,50.49417952194164
187,-0.1320469223897353
188,-1.3798304163344786
189,22.75195723665549
190,4.524832168752513
191,6.264384864262518
192,23.909728242446217
193,3.096257789270113
194,69.97784732213333
195,7.237325065244436
196,38.39545383114166
197,1.0626345386083862
198,2.032882452880431
199,3.9365860114469133
200,4.119260222088693
201,-0.5698178743539672
202,4.365596836102818
203,4.615438172309641
204,5.991231230512116
205,2.3006116102241636
206,-0.3974951357330418
207,2.461065350446762
208,2.223177097793228
209,0.20899739538650508
210,12.728593046866617
211,2.0009866581686095
212,7.79426441821813
213,5.75102226921275
214,3.264140588175654
215,-28.666267208725486
216,8.617968749845923
217,0.8953216643635314
218,9.890899490633611
219,2.1266424540643003
220,-1.3257327902974543
221,-0.5239143238105808
222,-0.27980290624689014
223,4.927938568406056
224,7.416441903548363
225,1.3688009567598083
226,3.0366042533382713
227,6.71530723748804
228,0.00785155458928577
229,8.301131717788694
230,-1.475766968208099
231,0.7114294428213425
232,-1.6216838806540648
233,9.016157655724154
234,0.3983205705024223
235,-0.42925803790029077
236,-0.09776567146389781
237,5.677880958558018
238,2.251155886536785
239,2.8586420657317193
240,0.9213590025490375
241,-47.606840026155034
242,14.342186343321817
243,1.2812772908309393
244,2.457574307408573
245,6.491454428074344
246,5.124143362268305
247,3.527928767833324
248,5.570398913348412
249,3.9252934889104067
250,6.511048168421443
251,35.06023027752578
252,-104.98065762949359
253,7.7748621336199095
254,6.724874006012056
255,2.173832128413543
256,3.7871941482944997
257,1.6107397209977672
258,11.625665985147187
259,-1.2868321846939608
260,-0.960221274838726
261,1.7642794737306193
262,2.220677718459491
263,-0.9703746850202446
264,18.93086982764957
265,0.5345003172223824
266,4.979696825715454
267,24.17383775029298
268,-1.6010182731980702
269,-9.623107022339216
270,1.1063575011956794
271,23.0872625294445
272,-1.0078794042257337
273,16.434913773879668
274,13.624632662868558
275,24.070369209170302
276,-29.579308839346115
277,24.23795986972909
278,5.174035540054188
279,6.3125363534326775
280,4.296129235584294
281,-0.34018778629097696
282,5.760126166251122
283,10.690651866990622
284,1.6564377757817492
285,-89.84793698479682
286,5.309214410341273
287,3.5428679263424914
288,3.1147400999946555
289,26.615616205536327
290,-2.1462329335069734
291,0.9085132029472656
292,58.05690743510917
293,1.66320067800573
294,5.165234713916422
295,2.9423412069973214
296,4.75229109940132
297,-1.5447309027895884
298,14.269322984760514
299,1.7986104296955354
300,14.050941507477278
301,37.529093506971414
302,-1.2472323139444679
303,109.13269918292706
304,0.785716303727948
305,0.7000310938858646
306,71.3204770875254
307,0.0799508215465511
308,65.68054287646103
309,6.311534339259905
310,-1.4469596105179126
311,11.019749456321236
312,1.5438094614735787
313,6.584212600101641
314,7.031169149418568
315,1.4280363994730028
316,8.52022440726664
317,4.901037415736472
318,20.038702248280323
319,2.181073153599399
320,6.062741060664852
321,-0.26711504597942876
322,49.68547689709385
323,-0.8711526809713745
324,-1.0114289546444188
325,11.029898763792469
326,5.81503478077118
327,23.57842993948076
328,-0.7275879692831826
329,4.968708800104643
330,6.409734911430648
331,4.357897677487534
332,-1.0203813791162886
333,0.07772449825444702
334,2.244120787480784
335,4.647508104295557
336,3.0156926615772415
337,3.8236937845234515
338,12.634064811587523
339,4.951051651185301
340,5.890962265668387
341,40.018863904049134
342,3.7583776671275824
343,30.312651620588234
344,17.340579797475435
345,-12.346469051606736
346,3.3388626779868904
347,0.08868114051545542
348,0.995164828638958
349,5.138920107147462
350,0.4560253612217017
351,-0.37049148934417847
352,8.271240251620299
353,2.045576839803464
354,5.502666607158777
355,0.5502257690051623
356,4.148187433862989
357,3.8266539111449367
358,39.522516729425426
359,-1.6238154886570193
360,1.9145652109109916
361,26.093695585897375
362,40.3354982143076
363,3.6420821494443243
364,10.533140333978793
365,10.199274366055294
366,1.4222327715743524
367,4.7445861298519
368,12.294479684801619
369,-0.2908418105446188
370,2.2846965609289223
371,4.819438049835729
372,2.150506064621705
373,1.747791161170901
374,1.9534903873702962
375,-18.840558189055656
376,1.371924760524483
377,3.444227169318938
378,-0.17170161049776667
379,1.0445032985774905
380,15.231149157531386
381,-1.0352686928941934
382,3.3969361463402814
383,4.996508715469519
384,8.305069290934705
385,0.6101682613329376
386,5.27166370755271
387,11.743194856474256
388,35.425786882703484
389,-1.3075934015438113
390,-8.716323627773585
391,11.259270132399081
392,3.5558242783849883
393,2.9052415112238776
394,9.544024022833101
395,9.067815483834126
396,5.360707686605618
397,3.673313568836245
398,8.01831021461371
399,1.987643427641799
